Site	Morph	Individual	Flower	Avorted	Ovule	Seed	Total
10	Hermaphrodite	8	4	2	0	2	4
11	Female	1	1	2	0	2	4
11	Female	4	2	4	0	0	4
11	Female	4	4	1	0	3	4
11	Female	5	3	3	0	1	4
11	Female	8	4	2	0	2	4
11	Female	10	2	0	0	4	4
11	Female	10	4	0	0	4	4
11	Hermaphrodite	1	2	0	0	4	4
11	Hermaphrodite	5	1	4	0	0	4
11	Hermaphrodite	6	3	3	0	1	4
11	Hermaphrodite	6	4	4	0	0	4
12	Female	7	1	1	0	3	4
12	Female	7	3	1	0	3	4
12	Female	8	2	2	0	2	4
12	Female	9	2	2	0	2	4
12	Hermaphrodite	10	2	0	0	4	4
13	Female	1	3	3	0	1	4
13	Female	1	6	2	0	2	4
13	Female	6	1	0	0	4	4
13	Female	7	1	1	0	3	4
13	Female	7	4	2	0	2	4
13	Female	9	2	1	0	3	4
13	Female	10	3	2	0	2	4
13	Hermaphrodite	1	1	1	0	3	4
13	Hermaphrodite	1	2	3	0	1	4
13	Hermaphrodite	1	6	0	0	4	4
13	Hermaphrodite	4	2	2	0	2	4
13	Hermaphrodite	4	3	1	0	3	4
13	Hermaphrodite	4	4	1	0	3	4
13	Hermaphrodite	10	2	1	0	3	4
14	Female	1	1	4	0	0	4
14	Female	1	2	4	0	0	4
14	Female	1	3	4	0	0	4
14	Female	1	5	2	0	2	4
14	Female	2	1	2	0	2	4
14	Female	2	4	3	0	1	4
14	Female	4	1	3	0	1	4
14	Female	4	4	0	0	4	4
14	Female	5	3	1	0	3	4
14	Female	6	2	2	0	2	4
14	Female	7	4	2	0	2	4
14	Hermaphrodite	5	4	0	0	4	4
14	Hermaphrodite	5	5	1	0	3	4
15	Female	4	3	0	0	4	4
15	Hermaphrodite	1	1	4	0	0	4
15	Hermaphrodite	1	2	1	0	3	4
15	Hermaphrodite	7	4	1	0	3	4
16	Female	1	1	0	0	4	4
16	Female	1	2	0	0	4	4
16	Female	1	5	1	0	3	4
16	Female	3	2	0	0	4	4
16	Female	6	4	0	0	4	4
16	Female	7	1	0	0	4	4
16	Female	7	2	0	0	4	4
16	Female	8	1	0	0	4	4
16	Female	10	3	4	0	0	4
16	Hermaphrodite	10	2	0	0	4	4
17	Female	2	2	1	0	3	4
17	Female	2	5	3	0	1	4
17	Female	7	2	2	0	2	4
17	Hermaphrodite	1	3	1	0	3	4
17	Hermaphrodite	1	5	0	0	4	4
17	Hermaphrodite	4	2	4	0	0	4
18	Female	9	3	0	0	4	4
18	Hermaphrodite	9	3	4	0	0	4
19	Female	1	2	3	0	1	4
19	Female	6	2	2	0	2	4
19	Hermaphrodite	3	1	4	0	0	4
19	Hermaphrodite	8	2	0	0	4	4
20	Female	2	4	4	0	0	4
20	Female	2	5	2	0	2	4
20	Female	4	3	4	0	0	4
20	Female	6	4	4	0	0	4
20	Hermaphrodite	1	3	4	0	0	4
20	Hermaphrodite	2	1	1	0	3	4
20	Hermaphrodite	3	3	4	0	0	4
20	Hermaphrodite	3	6	4	0	0	4
20	Hermaphrodite	5	5	4	0	0	4
20	Hermaphrodite	7	2	4	0	0	4
20	Hermaphrodite	7	3	2	0	2	4
21	Female	2	1	2	0	2	4
21	Female	4	2	0	0	4	4
21	Female	5	1	4	0	0	4
21	Female	10	2	0	0	4	4
21	Female	10	3	0	0	4	4
21	Hermaphrodite	1	1	4	0	0	4
21	Hermaphrodite	7	3	3	0	1	4
21	Hermaphrodite	7	4	4	0	0	4
21	Hermaphrodite	7	6	4	0	0	4
21	Hermaphrodite	8	5	0	0	4	4
21	Hermaphrodite	9	4	0	0	4	4
22	Female	2	2	3	0	1	4
22	Female	2	3	2	0	2	4
22	Female	3	2	4	0	0	4
22	Female	4	2	0	0	4	4
22	Female	4	3	0	0	4	4
22	Female	4	6	1	0	3	4
22	Female	9	1	4	0	0	4
22	Female	9	5	3	0	1	4
22	Female	10	1	1	0	3	4
22	Female	10	2	3	0	1	4
22	Hermaphrodite	3	1	1	0	3	4
22	Hermaphrodite	4	2	0	0	4	4
22	Hermaphrodite	4	3	1	0	3	4
22	Hermaphrodite	5	1	1	0	3	4
22	Hermaphrodite	9	1	1	0	3	4
23	Female	2	1	0	0	4	4
23	Female	3	2	0	0	4	4
23	Female	5	5	2	0	2	4
23	Female	8	1	0	0	4	4
23	Female	9	1	0	0	4	4
23	Female	10	2	0	0	4	4
23	Female	10	3	0	0	4	4
23	Hermaphrodite	2	1	2	0	2	4
23	Hermaphrodite	2	3	2	0	2	4
23	Hermaphrodite	5	2	3	0	1	4
24	Female	4	3	1	0	3	4
24	Female	4	4	4	0	0	4
24	Female	5	3	1	0	3	4
24	Hermaphrodite	5	1	1	0	3	4
24	Hermaphrodite	5	3	0	0	4	4
25	Female	2	3	2	0	2	4
25	Female	3	1	1	0	3	4
25	Female	4	3	4	0	0	4
25	Female	6	5	2	0	2	4
25	Hermaphrodite	3	1	2	0	2	4
26	Female	1	1	0	0	4	4
26	Female	1	6	1	0	3	4
26	Female	5	1	0	0	4	4
26	Female	5	3	2	0	2	4
26	Female	7	5	2	0	2	4
26	Hermaphrodite	7	5	3	0	1	4
26	Hermaphrodite	8	1	4	0	0	4
26	Hermaphrodite	10	1	0	0	4	4
26	Hermaphrodite	10	2	1	0	3	4
26	Hermaphrodite	10	3	0	0	4	4
26	Hermaphrodite	10	4	0	0	4	4
27	Female	3	1	1	0	3	4
27	Female	5	3	1	0	3	4
27	Hermaphrodite	2	2	4	0	0	4
27	Hermaphrodite	2	4	4	0	0	4
27	Hermaphrodite	3	1	1	0	3	4
27	Hermaphrodite	6	5	0	0	4	4
27	Hermaphrodite	8	1	4	0	0	4
27	Hermaphrodite	10	3	2	0	2	4
28	Female	1	2	1	0	3	4
29	Female	3	2	4	0	0	4
29	Female	4	2	4	0	0	4
29	Female	6	2	2	0	2	4
29	Female	8	5	0	0	4	4
29	Female	10	3	4	0	0	4
29	Hermaphrodite	1	1	1	0	3	4
29	Hermaphrodite	1	2	2	0	2	4
29	Hermaphrodite	7	3	1	0	3	4
29	Hermaphrodite	8	3	2	0	2	4
30	Female	1	4	2	0	2	4
30	Female	2	3	1	0	3	4
30	Female	2	4	1	0	3	4
30	Female	4	4	2	0	2	4
30	Female	5	5	3	0	1	4
30	Female	6	6	2	0	2	4
30	Female	8	3	4	0	0	4
30	Hermaphrodite	1	2	4	0	0	4
30	Hermaphrodite	1	3	2	0	2	4
30	Hermaphrodite	2	3	4	0	0	4
30	Hermaphrodite	3	1	3	0	1	4
30	Hermaphrodite	3	3	4	0	0	4
30	Hermaphrodite	5	5	4	0	0	4
30	Hermaphrodite	7	3	2	0	2	4
30	Hermaphrodite	7	4	4	0	0	4
30	Hermaphrodite	7	5	4	0	0	4
30	Hermaphrodite	9	5	4	0	0	4
30	Hermaphrodite	10	2	4	0	0	4
31	Female	1	1	0	0	4	4
31	Female	2	1	0	0	4	4
31	Female	2	2	2	0	2	4
31	Female	3	3	4	0	0	4
31	Female	4	1	2	0	2	4
31	Female	4	2	1	0	3	4
31	Female	4	3	0	0	4	4
31	Female	4	4	0	0	4	4
31	Female	4	5	0	0	4	4
31	Female	5	2	0	0	4	4
31	Female	5	4	0	0	4	4
31	Female	5	5	4	0	0	4
31	Female	5	6	0	0	4	4
31	Female	7	1	0	0	4	4
31	Hermaphrodite	2	4	4	0	0	4
31	Hermaphrodite	3	1	1	0	3	4
31	Hermaphrodite	3	2	2	0	2	4
31	Hermaphrodite	3	4	2	0	2	4
32	Female	1	3	0	0	4	4
32	Female	1	4	0	0	4	4
32	Female	2	3	0	0	4	4
32	Female	3	1	1	0	3	4
32	Female	3	2	2	0	2	4
32	Female	3	3	1	0	3	4
32	Female	3	4	0	0	4	4
32	Female	4	2	0	0	4	4
32	Female	4	4	3	0	1	4
32	Female	4	5	0	0	4	4
32	Female	5	2	1	0	3	4
32	Female	5	4	3	0	1	4
32	Female	5	6	0	0	4	4
32	Female	7	3	3	0	1	4
32	Female	7	5	0	0	4	4
32	Female	9	1	3	0	1	4
32	Female	9	2	0	0	4	4
32	Female	9	4	1	0	3	4
32	Female	9	5	0	0	4	4
32	Female	10	3	0	0	4	4
32	Hermaphrodite	1	5	4	0	0	4
32	Hermaphrodite	2	1	1	0	3	4
32	Hermaphrodite	2	5	1	0	3	4
32	Hermaphrodite	3	3	1	0	3	4
32	Hermaphrodite	4	3	0	0	4	4
32	Hermaphrodite	5	1	0	0	4	4
32	Hermaphrodite	8	1	0	0	4	4
32	Hermaphrodite	9	5	2	0	2	4
33	Female	1	1	1	0	3	4
33	Female	1	3	1	0	3	4
33	Female	2	3	0	0	4	4
33	Female	2	5	0	0	4	4
33	Female	5	4	0	0	4	4
33	Female	5	5	3	0	1	4
33	Female	6	5	1	0	3	4
33	Female	7	5	1	0	3	4
33	Female	7	6	0	0	4	4
33	Female	8	1	1	0	3	4
33	Female	8	2	3	0	1	4
33	Hermaphrodite	2	1	1	0	3	4
33	Hermaphrodite	2	3	0	0	4	4
33	Hermaphrodite	3	2	1	0	3	4
33	Hermaphrodite	3	3	3	0	1	4
33	Hermaphrodite	3	4	4	0	0	4
33	Hermaphrodite	5	2	2	0	2	4
33	Hermaphrodite	6	3	4	0	0	4
34	Female	1	1	0	0	4	4
34	Female	1	4	0	0	4	4
34	Female	1	5	4	0	0	4
34	Female	2	1	0	0	4	4
34	Female	2	3	4	0	0	4
34	Female	2	4	0	0	4	4
34	Female	2	5	0	0	4	4
34	Female	4	2	4	0	0	4
34	Female	4	4	4	0	0	4
34	Female	5	3	0	0	4	4
34	Female	6	1	0	0	4	4
34	Female	6	2	0	0	4	4
34	Female	8	2	4	0	0	4
34	Hermaphrodite	5	1	4	0	0	4
34	Hermaphrodite	7	1	0	0	4	4
34	Hermaphrodite	7	4	2	0	2	4
34	Hermaphrodite	8	1	1	0	3	4
35	Female	1	1	2	0	2	4
35	Female	1	3	1	0	3	4
35	Female	2	1	1	0	3	4
35	Female	2	2	4	0	0	4
35	Female	2	5	4	0	0	4
35	Female	4	1	2	0	2	4
35	Female	5	3	2	0	2	4
35	Female	6	2	2	0	2	4
35	Female	6	3	1	0	3	4
35	Female	9	1	1	0	3	4
35	Female	9	2	2	0	2	4
35	Female	9	4	3	0	1	4
35	Female	9	5	1	0	3	4
35	Female	10	2	0	0	4	4
35	Hermaphrodite	2	2	3	0	1	4
35	Hermaphrodite	4	1	2	0	2	4
35	Hermaphrodite	5	2	2	0	2	4
35	Hermaphrodite	9	4	0	0	4	4
35	Hermaphrodite	10	4	4	0	0	4
36	Female	2	2	3	0	1	4
36	Female	4	1	2	0	2	4
36	Female	4	2	2	0	2	4
36	Female	6	1	0	0	4	4
36	Female	6	3	1	0	3	4
36	Female	6	5	1	0	3	4
36	Female	7	1	0	0	4	4
36	Female	7	3	4	0	0	4
36	Female	7	5	3	0	1	4
36	Hermaphrodite	1	4	4	0	0	4
36	Hermaphrodite	4	3	1	0	3	4
36	Hermaphrodite	4	5	1	0	3	4
37	Female	1	3	3	0	1	4
37	Female	1	4	2	0	2	4
37	Female	2	2	1	0	3	4
37	Female	2	3	4	0	0	4
37	Female	3	1	0	0	4	4
37	Female	3	3	0	0	4	4
37	Female	4	1	4	0	0	4
37	Female	6	1	2	0	2	4
37	Female	6	2	0	0	4	4
37	Female	6	3	1	0	3	4
37	Female	6	4	1	0	3	4
37	Female	6	6	1	0	3	4
37	Female	7	2	1	0	3	4
37	Female	7	4	1	0	3	4
37	Female	7	6	4	0	0	4
37	Female	9	1	0	0	4	4
37	Female	10	1	4	0	0	4
37	Female	10	2	0	0	4	4
37	Female	10	4	0	0	4	4
37	Hermaphrodite	1	2	3	0	1	4
37	Hermaphrodite	2	2	3	0	1	4
37	Hermaphrodite	3	4	4	0	0	4
37	Hermaphrodite	6	1	4	0	0	4
37	Hermaphrodite	6	4	1	0	3	4
38	Female	2	2	0	0	4	4
38	Female	2	3	1	0	3	4
38	Female	2	5	3	0	1	4
38	Female	3	2	3	0	1	4
38	Female	4	2	2	0	2	4
38	Female	4	3	2	0	2	4
38	Female	4	5	0	0	4	4
38	Female	6	1	3	0	1	4
38	Female	6	2	0	0	4	4
38	Female	9	1	4	0	0	4
38	Female	10	1	2	0	2	4
38	Female	10	5	0	0	4	4
38	Female	10	6	0	0	4	4
38	Hermaphrodite	2	1	0	0	4	4
38	Hermaphrodite	2	2	1	0	3	4
38	Hermaphrodite	2	3	1	0	3	4
38	Hermaphrodite	3	2	4	0	0	4
38	Hermaphrodite	5	1	4	0	0	4
38	Hermaphrodite	5	4	1	0	3	4
39	Female	1	1	4	0	0	4
39	Female	1	4	1	0	3	4
39	Female	2	2	0	0	4	4
39	Female	4	1	4	0	0	4
39	Female	5	1	2	0	2	4
39	Female	5	3	0	0	4	4
39	Female	5	6	4	0	0	4
39	Female	7	4	4	0	0	4
39	Female	9	2	0	0	4	4
39	Female	9	4	1	0	3	4
39	Female	10	2	4	0	0	4
39	Female	10	3	1	0	3	4
39	Hermaphrodite	2	5	1	0	3	4
39	Hermaphrodite	3	2	1	0	3	4
39	Hermaphrodite	5	1	4	0	0	4
39	Hermaphrodite	5	3	4	0	0	4
39	Hermaphrodite	5	4	4	0	0	4
40	Female	5	1	1	0	3	4
40	Female	7	1	1	0	3	4
40	Female	9	5	1	0	3	4
40	Hermaphrodite	1	2	4	0	0	4
40	Hermaphrodite	3	1	0	0	4	4
2	Female	9	4	0	3	0	3
2	Hermaphrodite	5	2	0	3	0	3
5	Hermaphrodite	4	1	0	3	0	3
8	Female	1	1	0	3	0	3
8	Hermaphrodite	1	3	0	3	0	3
8	Hermaphrodite	5	4	0	3	0	3
9	Hermaphrodite	10	3	0	3	0	3
10	Female	8	5	0	3	0	3
10	Hermaphrodite	7	1	0	3	0	3
11	Hermaphrodite	1	1	0	3	0	3
11	Hermaphrodite	5	3	0	3	0	3
14	Hermaphrodite	4	1	0	3	0	3
14	Hermaphrodite	5	2	0	3	0	3
17	Female	2	3	0	3	0	3
17	Female	8	5	0	3	0	3
19	Female	3	2	0	3	0	3
19	Hermaphrodite	5	1	0	3	0	3
21	Female	3	5	0	3	0	3
21	Hermaphrodite	9	3	0	3	0	3
22	Female	3	1	0	3	0	3
23	Female	6	1	0	3	0	3
23	Hermaphrodite	1	1	0	3	0	3
24	Female	9	2	0	3	0	3
25	Female	7	5	0	3	0	3
26	Hermaphrodite	5	3	0	3	0	3
26	Hermaphrodite	5	5	0	3	0	3
26	Hermaphrodite	7	2	0	3	0	3
27	Female	1	1	0	3	0	3
27	Female	10	5	0	3	0	3
29	Hermaphrodite	10	1	0	3	0	3
32	Hermaphrodite	1	4	0	3	0	3
34	Hermaphrodite	8	4	0	3	0	3
35	Hermaphrodite	7	2	0	3	0	3
36	Female	9	3	0	3	0	3
36	Hermaphrodite	1	2	0	3	0	3
37	Hermaphrodite	7	2	0	3	0	3
40	Female	9	2	0	3	0	3
40	Female	10	2	0	3	0	3
40	Hermaphrodite	6	4	0	3	0	3
1	Female	3	6	0	2	1	3
2	Hermaphrodite	2	4	0	2	1	3
2	Hermaphrodite	10	3	1	2	0	3
3	Female	7	6	0	2	1	3
5	Female	8	3	1	2	0	3
6	Hermaphrodite	2	1	0	2	1	3
8	Female	3	6	0	2	1	3
8	Female	10	5	0	2	1	3
8	Hermaphrodite	3	6	1	2	0	3
9	Female	2	4	0	2	1	3
9	Hermaphrodite	8	3	1	2	0	3
10	Hermaphrodite	3	4	0	2	1	3
10	Hermaphrodite	10	5	0	2	1	3
11	Female	3	2	1	2	0	3
11	Female	6	2	1	2	0	3
11	Hermaphrodite	2	6	0	2	1	3
13	Female	9	3	1	2	0	3
13	Female	10	4	1	2	0	3
14	Female	2	3	1	2	0	3
14	Female	7	1	1	2	0	3
18	Female	9	1	0	2	1	3
19	Female	4	2	1	2	0	3
19	Female	5	1	0	2	1	3
19	Female	8	1	1	2	0	3
19	Female	9	2	0	2	1	3
19	Hermaphrodite	5	4	0	2	1	3
19	Hermaphrodite	10	1	1	2	0	3
22	Hermaphrodite	1	1	1	2	0	3
22	Hermaphrodite	9	2	0	2	1	3
23	Female	6	5	0	2	1	3
23	Female	10	1	0	2	1	3
23	Hermaphrodite	1	2	0	2	1	3
26	Female	1	4	1	2	0	3
26	Hermaphrodite	5	6	0	2	1	3
27	Female	7	2	0	2	1	3
27	Female	8	1	0	2	1	3
27	Female	10	2	0	2	1	3
27	Hermaphrodite	1	4	1	2	0	3
27	Hermaphrodite	9	2	1	2	0	3
27	Hermaphrodite	10	5	1	2	0	3
30	Female	10	2	1	2	0	3
31	Female	1	3	0	2	1	3
32	Female	8	3	0	2	1	3
32	Hermaphrodite	10	1	1	2	0	3
33	Female	1	4	1	2	0	3
36	Female	6	2	0	2	1	3
36	Female	8	4	1	2	0	3
36	Hermaphrodite	2	1	1	2	0	3
36	Hermaphrodite	7	2	1	2	0	3
40	Female	4	1	0	2	1	3
40	Female	9	4	0	2	1	3
40	Female	10	1	0	2	1	3
40	Hermaphrodite	7	1	0	2	1	3
1	Female	3	3	2	1	0	3
1	Female	10	1	0	1	2	3
1	Female	10	2	1	1	1	3
4	Female	10	3	0	1	2	3
5	Female	8	2	0	1	2	3
6	Female	1	2	0	1	2	3
6	Female	3	1	1	1	1	3
6	Hermaphrodite	3	2	0	1	2	3
6	Hermaphrodite	4	1	0	1	2	3
7	Female	8	4	1	1	1	3
8	Female	5	5	1	1	1	3
8	Female	8	1	1	1	1	3
8	Female	10	1	0	1	2	3
8	Hermaphrodite	3	1	1	1	1	3
9	Female	2	3	2	1	0	3
9	Female	4	1	1	1	1	3
9	Female	4	2	0	1	2	3
9	Female	6	5	0	1	2	3
9	Hermaphrodite	10	1	0	1	2	3
10	Female	2	2	1	1	1	3
10	Hermaphrodite	3	2	1	1	1	3
10	Hermaphrodite	4	1	0	1	2	3
11	Female	1	4	1	1	1	3
11	Female	2	3	2	1	0	3
11	Female	3	1	1	1	1	3
11	Female	3	3	1	1	1	3
11	Female	6	1	2	1	0	3
11	Female	8	3	2	1	0	3
12	Female	5	5	1	1	1	3
12	Female	6	4	0	1	2	3
12	Female	10	1	1	1	1	3
12	Hermaphrodite	6	1	1	1	1	3
13	Female	4	1	0	1	2	3
13	Hermaphrodite	2	3	0	1	2	3
13	Hermaphrodite	6	3	1	1	1	3
14	Female	3	3	0	1	2	3
14	Female	4	2	1	1	1	3
14	Female	6	3	2	1	0	3
15	Female	9	2	1	1	1	3
16	Hermaphrodite	3	1	0	1	2	3
17	Female	1	5	0	1	2	3
17	Hermaphrodite	1	4	0	1	2	3
17	Hermaphrodite	10	3	0	1	2	3
18	Female	9	2	1	1	1	3
18	Female	10	4	0	1	2	3
18	Hermaphrodite	3	3	2	1	0	3
18	Hermaphrodite	9	1	0	1	2	3
18	Hermaphrodite	9	4	0	1	2	3
19	Female	1	4	0	1	2	3
19	Female	3	3	1	1	1	3
21	Hermaphrodite	7	5	2	1	0	3
22	Female	9	6	1	1	1	3
22	Hermaphrodite	2	4	1	1	1	3
22	Hermaphrodite	8	3	0	1	2	3
23	Female	2	4	1	1	1	3
23	Female	2	5	0	1	2	3
23	Female	2	6	1	1	1	3
23	Female	5	6	1	1	1	3
23	Female	6	4	1	1	1	3
23	Female	7	2	0	1	2	3
23	Hermaphrodite	1	4	0	1	2	3
23	Hermaphrodite	3	1	1	1	1	3
24	Female	7	1	2	1	0	3
25	Female	3	3	1	1	1	3
26	Female	1	2	0	1	2	3
26	Female	7	2	1	1	1	3
26	Hermaphrodite	6	4	1	1	1	3
26	Hermaphrodite	8	4	1	1	1	3
26	Hermaphrodite	9	2	2	1	0	3
26	Hermaphrodite	9	3	1	1	1	3
27	Hermaphrodite	6	3	1	1	1	3
30	Female	6	4	0	1	2	3
30	Hermaphrodite	7	1	2	1	0	3
31	Hermaphrodite	6	5	0	1	2	3
31	Hermaphrodite	8	5	0	1	2	3
32	Female	2	4	0	1	2	3
32	Hermaphrodite	4	1	0	1	2	3
32	Hermaphrodite	7	4	0	1	2	3
36	Female	1	1	2	1	0	3
36	Hermaphrodite	6	2	2	1	0	3
36	Hermaphrodite	6	3	0	1	2	3
37	Hermaphrodite	10	6	1	1	1	3
38	Hermaphrodite	6	3	1	1	1	3
39	Female	3	1	1	1	1	3
39	Female	5	5	0	1	2	3
39	Hermaphrodite	9	2	1	1	1	3
39	Hermaphrodite	10	1	0	1	2	3
40	Female	3	4	1	1	1	3
40	Hermaphrodite	9	3	1	1	1	3
40	Hermaphrodite	10	2	0	1	2	3
1	Female	9	3	1	0	2	3
1	Hermaphrodite	2	2	3	0	0	3
2	Female	7	3	0	0	3	3
2	Female	7	5	2	0	1	3
2	Hermaphrodite	8	4	1	0	2	3
3	Hermaphrodite	6	5	0	0	3	3
3	Hermaphrodite	7	1	2	0	1	3
3	Hermaphrodite	10	1	2	0	1	3
4	Female	2	1	1	0	2	3
4	Female	5	2	0	0	3	3
4	Female	8	1	0	0	3	3
4	Female	8	6	0	0	3	3
4	Hermaphrodite	3	4	0	0	3	3
6	Female	3	3	2	0	1	3
6	Hermaphrodite	3	1	3	0	0	3
7	Female	10	5	0	0	3	3
8	Female	1	6	2	0	1	3
9	Female	3	2	1	0	2	3
9	Female	9	2	0	0	3	3
9	Female	10	2	3	0	0	3
9	Hermaphrodite	4	2	2	0	1	3
10	Female	1	1	1	0	2	3
10	Female	8	2	0	0	3	3
10	Hermaphrodite	4	2	1	0	2	3
11	Female	1	2	3	0	0	3
11	Female	2	2	3	0	0	3
11	Hermaphrodite	4	3	1	0	2	3
11	Hermaphrodite	4	5	1	0	2	3
12	Hermaphrodite	1	2	0	0	3	3
12	Hermaphrodite	3	2	1	0	2	3
13	Female	6	2	0	0	3	3
13	Hermaphrodite	2	1	0	0	3	3
13	Hermaphrodite	3	1	1	0	2	3
13	Hermaphrodite	6	1	1	0	2	3
14	Female	6	1	0	0	3	3
16	Female	6	5	0	0	3	3
16	Female	6	6	1	0	2	3
16	Hermaphrodite	6	1	0	0	3	3
17	Female	9	2	2	0	1	3
19	Female	7	3	1	0	2	3
19	Female	9	5	1	0	2	3
21	Female	1	1	0	0	3	3
21	Hermaphrodite	8	1	1	0	2	3
22	Female	4	5	1	0	2	3
22	Hermaphrodite	2	1	3	0	0	3
22	Hermaphrodite	7	2	3	0	0	3
23	Female	5	3	2	0	1	3
23	Female	7	3	0	0	3	3
23	Female	8	4	0	0	3	3
23	Female	8	6	0	0	3	3
23	Hermaphrodite	6	1	2	0	1	3
26	Hermaphrodite	5	2	1	0	2	3
27	Female	5	4	0	0	3	3
30	Hermaphrodite	1	4	0	0	3	3
30	Hermaphrodite	5	1	2	0	1	3
30	Hermaphrodite	5	6	0	0	3	3
31	Female	1	2	1	0	2	3
32	Female	4	1	3	0	0	3
32	Female	4	6	0	0	3	3
32	Female	5	1	2	0	1	3
35	Female	5	2	0	0	3	3
35	Hermaphrodite	2	6	3	0	0	3
36	Female	3	1	2	0	1	3
36	Female	7	2	2	0	1	3
36	Female	7	4	3	0	0	3
36	Female	8	3	3	0	0	3
36	Hermaphrodite	7	4	2	0	1	3
36	Hermaphrodite	7	6	3	0	0	3
36	Hermaphrodite	8	1	2	0	1	3
37	Female	1	1	2	0	1	3
37	Female	7	3	1	0	2	3
37	Hermaphrodite	4	1	0	0	3	3
38	Female	2	4	0	0	3	3
38	Female	10	4	2	0	1	3
39	Female	6	2	1	0	2	3
39	Hermaphrodite	3	1	2	0	1	3
39	Hermaphrodite	3	6	1	0	2	3
39	Hermaphrodite	10	2	0	0	3	3
40	Hermaphrodite	2	1	3	0	0	3
40	Hermaphrodite	8	1	3	0	0	3
29	Female	7	2	NA	NA	2	2
29	Hermaphrodite	8	2	NA	NA	2	2
2	Female	10	1	0	2	0	2
4	Female	3	2	0	2	0	2
5	Female	8	4	0	2	0	2
6	Female	3	4	0	2	0	2
9	Female	1	3	0	2	0	2
9	Female	9	1	0	2	0	2
10	Female	1	4	0	2	0	2
10	Female	4	1	0	2	0	2
10	Hermaphrodite	3	1	0	2	0	2
12	Hermaphrodite	8	3	0	2	0	2
15	Female	8	1	0	2	0	2
15	Female	8	2	0	2	0	2
17	Female	4	2	0	2	0	2
17	Female	4	3	0	2	0	2
17	Female	7	3	0	2	0	2
17	Hermaphrodite	10	1	0	2	0	2
18	Hermaphrodite	4	1	0	2	0	2
19	Hermaphrodite	5	2	0	2	0	2
21	Female	10	1	0	2	0	2
23	Hermaphrodite	1	6	0	2	0	2
24	Female	3	2	0	2	0	2
24	Hermaphrodite	6	1	0	2	0	2
26	Hermaphrodite	8	3	0	2	0	2
27	Female	10	3	0	2	0	2
29	Female	9	3	0	2	0	2
32	Hermaphrodite	4	2	0	2	0	2
36	Hermaphrodite	3	2	0	2	0	2
37	Hermaphrodite	8	1	0	2	0	2
1	Hermaphrodite	6	5	1	1	0	2
2	Female	6	3	0	1	1	2
8	Female	10	4	0	1	1	2
11	Female	6	5	1	1	0	2
13	Female	9	1	1	1	0	2
13	Hermaphrodite	2	2	0	1	1	2
14	Female	4	3	1	1	0	2
14	Hermaphrodite	5	3	0	1	1	2
14	Hermaphrodite	7	1	0	1	1	2
17	Female	8	1	0	1	1	2
19	Female	1	3	1	1	0	2
22	Female	9	2	0	1	1	2
22	Hermaphrodite	5	2	1	1	0	2
24	Female	8	1	1	1	0	2
26	Female	9	2	0	1	1	2
26	Hermaphrodite	10	5	0	1	1	2
27	Female	4	1	0	1	1	2
27	Female	6	1	0	1	1	2
31	Hermaphrodite	9	2	0	1	1	2
32	Female	10	5	0	1	1	2
34	Hermaphrodite	1	5	1	1	0	2
36	Female	5	5	0	1	1	2
36	Female	5	6	0	1	1	2
36	Female	9	1	1	1	0	2
36	Hermaphrodite	3	5	1	1	0	2
39	Female	8	1	1	1	0	2
39	Female	8	2	0	1	1	2
40	Female	9	3	1	1	0	2
1	Female	6	2	0	0	2	2
1	Hermaphrodite	2	3	0	0	2	2
2	Hermaphrodite	5	3	0	0	2	2
8	Female	6	6	2	0	0	2
8	Female	9	6	0	0	2	2
9	Female	2	5	0	0	2	2
9	Female	4	4	1	0	1	2
9	Hermaphrodite	8	4	2	0	0	2
9	Hermaphrodite	10	4	1	0	1	2
10	Female	2	5	0	0	2	2
10	Female	4	2	2	0	0	2
10	Hermaphrodite	6	3	0	0	2	2
13	Female	7	5	1	0	1	2
16	Female	9	2	2	0	0	2
19	Female	9	1	0	0	2	2
19	Hermaphrodite	8	1	0	0	2	2
19	Hermaphrodite	9	3	1	0	1	2
20	Female	1	2	0	0	2	2
22	Female	4	1	1	0	1	2
22	Female	4	4	1	0	1	2
22	Female	9	4	0	0	2	2
22	Hermaphrodite	5	4	0	0	2	2
23	Female	3	1	0	0	2	2
23	Female	3	3	0	0	2	2
23	Female	5	4	1	0	1	2
23	Female	7	1	2	0	0	2
23	Female	8	2	0	0	2	2
23	Female	8	5	0	0	2	2
23	Female	10	4	0	0	2	2
24	Female	4	1	2	0	0	2
26	Female	5	2	0	0	2	2
27	Female	5	2	1	0	1	2
27	Female	9	4	0	0	2	2
30	Hermaphrodite	3	2	2	0	0	2
31	Female	5	3	0	0	2	2
31	Female	6	3	0	0	2	2
31	Hermaphrodite	6	6	1	0	1	2
36	Female	1	2	1	0	1	2
36	Female	2	1	2	0	0	2
36	Female	9	2	2	0	0	2
36	Female	10	4	1	0	1	2
36	Hermaphrodite	4	2	2	0	0	2
29	Hermaphrodite	6	2	NA	NA	1	1
29	Hermaphrodite	6	4	NA	NA	1	1
2	Female	5	6	0	1	0	1
2	Hermaphrodite	10	1	0	1	0	1
11	Female	6	4	0	1	0	1
17	Female	1	1	0	1	0	1
27	Female	10	1	0	1	0	1
30	Hermaphrodite	3	5	0	1	0	1
31	Female	8	1	0	1	0	1
34	Female	9	1	0	1	0	1
